15.600907	15.600907	
16.689342	16.689342	
17.414966	17.414966	
18.321995	18.321995	
19.229025	19.229025	
19.954649	19.954649	
21.043084	21.043084	
21.768707	21.768707	
22.675737	22.675737	
23.582766	23.582766	
24.489796	24.489796	
25.215420	25.215420	
26.122449	26.122449	
27.029478	27.029478	
27.936508	27.936508	
28.662132	28.662132	
29.569161	29.569161	
30.476190	30.476190	
31.383220	31.383220	
32.290249	32.290249	
33.015873	33.015873	
33.922902	33.922902	
34.829932	34.829932	
35.192744	35.192744	
35.736961	35.736961	
36.643991	36.643991	
37.369615	37.369615	
38.276644	38.276644	
39.183673	39.183673	
40.090703	40.090703	
40.816327	40.816327	
41.360544	41.360544	
41.723356	41.723356	
42.267574	42.267574	
42.630385	42.630385	
43.174603	43.174603	
43.900227	43.900227	
44.807256	44.807256	
45.714286	45.714286	
46.439909	46.439909	
47.346939	47.346939	
48.253968	48.253968	
48.798186	48.798186	
49.160998	49.160998	
49.523810	49.523810	
50.068027	50.068027	
50.975057	50.975057	
51.882086	51.882086	
52.607710	52.607710	
53.514739	53.514739	
54.240363	54.240363	
55.147392	55.147392	
55.691610	55.691610	
56.054422	56.054422	
56.598639	56.598639	
57.142857	57.142857	
57.868481	57.868481	
58.775510	58.775510	
59.682540	59.682540	
60.408163	60.408163	
61.315193	61.315193	
62.222222	62.222222	
63.129252	63.129252	
64.036281	64.036281	
64.761905	64.761905	
65.668934	65.668934	
66.575964	66.575964	
67.482993	67.482993	
68.390023	68.390023	
69.115646	69.115646	
70.022676	70.022676	
70.929705	70.929705	
71.836735	71.836735	
72.562358	72.562358	
73.469388	73.469388	
74.376417	74.376417	
75.283447	75.283447	
76.190476	76.190476	
76.916100	76.916100	
77.460317	77.460317	
77.641723	77.641723	
77.823129	77.823129	
78.730159	78.730159	
79.637188	79.637188	
80.544218	80.544218	
80.907029	80.907029	
81.269841	81.269841	
81.451247	81.451247	
82.176871	82.176871	
83.083900	83.083900	
83.446712	83.446712	
83.990930	83.990930	
84.353741	84.353741	
84.897959	84.897959	
85.804989	85.804989	
87.074830	87.074830	
87.437642	87.437642	
88.344671	88.344671	
89.070295	89.070295	
90.521542	90.521542	
90.884354	90.884354	
91.791383	91.791383	
92.698413	92.698413	
93.968254	93.968254	
94.331066	94.331066	
95.238095	95.238095	
96.145125	96.145125	
97.414966	97.414966	
97.777778	97.777778	
98.684807	98.684807	
99.591837	99.591837	
100.861678	100.861678	
101.405896	101.405896	
102.312925	102.312925	
103.038549	103.038549	
104.308390	104.308390	
104.852608	104.852608	
105.759637	105.759637	
106.485261	106.485261	
107.755102	107.755102	
108.299320	108.299320	
109.206349	109.206349	
109.931973	109.931973	
111.201814	111.201814	
111.746032	111.746032	
112.653061	112.653061	
113.378685	113.378685	
114.285714	114.285714	
115.192744	115.192744	
115.736961	115.736961	
116.099773	116.099773	
117.006803	117.006803	
117.913832	117.913832	
118.820862	118.820862	
119.183673	119.183673	
119.546485	119.546485	
120.453515	120.453515	
121.360544	121.360544	
122.267574	122.267574	
122.630385	122.630385	
123.174603	123.174603	
123.900227	123.900227	
124.807256	124.807256	
125.714286	125.714286	
126.077098	126.077098	
126.621315	126.621315	
127.346939	127.346939	
128.253968	128.253968	
129.160998	129.160998	
129.523810	129.523810	
130.068027	130.068027	
130.975057	130.975057	
131.700680	131.700680	
132.607710	132.607710	
133.151927	133.151927	
133.514739	133.514739	
134.421769	134.421769	
135.328798	135.328798	
136.054422	136.054422	
136.598639	136.598639	
