1.750000	1.750000	
3.000000	3.000000	
4.250000	4.250000	
5.500000	5.500000	
6.750000	6.750000	
10.500000	10.500000	
11.750000	11.750000	
13.000000	13.000000	
14.000000	14.000000	
15.250000	15.250000	
16.500000	16.500000	
17.750000	17.750000	
19.000000	19.000000	
20.250000	20.250000	
21.250000	21.250000	
22.500000	22.500000	
23.750000	23.750000	
25.000000	25.000000	
26.000000	26.000000	
27.250000	27.250000	
28.500000	28.500000	
29.750000	29.750000	
31.000000	31.000000	
32.000000	32.000000	
33.250000	33.250000	
34.500000	34.500000	
35.750000	35.750000	
36.750000	36.750000	
38.000000	38.000000	
39.250000	39.250000	
40.500000	40.500000	
41.750000	41.750000	
43.000000	43.000000	
44.250000	44.250000	
45.750000	45.750000	
47.000000	47.000000	
48.250000	48.250000	
49.500000	49.500000	
50.750000	50.750000	
52.000000	52.000000	
53.000000	53.000000	
54.250000	54.250000	
55.500000	55.500000	
56.750000	56.750000	
57.750000	57.750000	
59.000000	59.000000	
60.250000	60.250000	
61.500000	61.500000	
62.750000	62.750000	
64.000000	64.000000	
65.000000	65.000000	
66.250000	66.250000	
67.500000	67.500000	
73.000000	73.000000	
74.750000	74.750000	
75.250000	75.250000	
77.750000	77.750000	
79.500000	79.500000	
80.000000	80.000000	
82.500000	82.500000	
84.750000	84.750000	
87.250000	87.250000	
89.750000	89.750000	
90.250000	90.250000	
91.000000	91.000000	
91.500000	91.500000	
92.250000	92.250000	
94.500000	94.500000	
97.000000	97.000000	
99.250000	99.250000	
101.750000	101.750000	
102.750000	102.750000	
104.000000	104.000000	
105.250000	105.250000	
106.500000	106.500000	
107.500000	107.500000	
108.750000	108.750000	
110.000000	110.000000	
111.250000	111.250000	
113.750000	113.750000	
115.000000	115.000000	
116.000000	116.000000	
117.250000	117.250000	
118.500000	118.500000	
119.750000	119.750000	
121.000000	121.000000	
122.000000	122.000000	
123.250000	123.250000	
124.500000	124.500000	
125.750000	125.750000	
127.000000	127.000000	
128.000000	128.000000	
129.750000	129.750000	
130.500000	130.500000	
131.750000	131.750000	
132.750000	132.750000	
134.000000	134.000000	
135.250000	135.250000	
136.500000	136.500000	
137.750000	137.750000	
138.750000	138.750000	
140.250000	140.250000	
141.250000	141.250000	
143.000000	143.000000	
143.750000	143.750000	
144.250000	144.250000	
145.000000	145.000000	
146.000000	146.000000	
147.250000	147.250000	
148.500000	148.500000	
149.750000	149.750000	
151.000000	151.000000	
152.000000	152.000000	
153.250000	153.250000	
154.500000	154.500000	
155.750000	155.750000	
157.000000	157.000000	
158.000000	158.000000	
159.250000	159.250000	
160.500000	160.500000	
161.750000	161.750000	
163.000000	163.000000	
164.000000	164.000000	
165.250000	165.250000	
166.500000	166.500000	
167.750000	167.750000	
168.750000	168.750000	
170.000000	170.000000	
171.250000	171.250000	
173.750000	173.750000	
176.000000	176.000000	
176.750000	176.750000	
178.500000	178.500000	
179.000000	179.000000	
179.750000	179.750000	
180.250000	180.250000	
